COD_ESCOLA,AFDG1,AFDG2,AFDG3,AFDG4,AFDG5,ATU_TOTAL,DSU_TOTAL,ICG_ESCOLA,NIVEL1,NIVEL2,NIVEL3,NIVEL4,NIVEL5,NIVEL6,IRD_ESCOLA,TDI_TOTAL,TAPROV,TREPROV
26074079,46.70,0.00,53.30,0.00,0.00,35.60,100.00,"Nível 4",0.00,0.00,28.60,21.40,35.70,14.30,4.00,24.40,76.50,19.00
26074311,39.80,0.00,60.20,0.00,0.00,35.80,100.00,"Nível 2",0.00,5.80,41.20,47.10,5.90,0.00,3.20,25.70,96.80,3.20
26074362,50.00,0.00,50.00,0.00,0.00,41.10,100.00,"Nível 5",0.00,0.00,5.80,41.20,11.80,41.20,3.50,38.80,95.00,5.00
26074907,53.80,0.00,33.00,13.20,0.00,37.90,100.00,"Nível 2",0.00,0.00,38.40,38.50,7.70,15.40,3.40,26.40,94.60,5.00
26074923,25.90,0.00,74.10,0.00,0.00,36.40,100.00,"Nível 4",0.00,0.00,25.00,33.30,25.00,16.70,3.50,59.90,88.10,10.60
26075385,44.60,0.00,55.40,0.00,0.00,38.40,100.00,"Nível 4",0.00,5.80,64.70,11.80,5.90,11.80,3.30,24.70,84.60,7.40
26075431,47.10,2.90,50.00,0.00,0.00,35.20,100.00,"Nível 3",0.00,13.30,33.30,46.70,0.00,6.70,3.60,6.20,87.60,11.40
26075440,54.80,0.00,37.40,5.20,2.60,41.30,94.40,"Nível 4",0.00,0.00,11.10,50.00,22.20,16.70,3.40,4.80,82.90,16.30
26075458,55.80,0.00,37.20,0.00,7.00,37.70,85.70,"Nível 4",0.00,7.10,28.60,28.60,35.70,0.00,4.30,4.40,93.60,6.40
26075474,55.30,0.00,39.50,0.00,5.20,42.70,95.00,"Nível 4",0.00,0.00,60.00,20.00,10.00,10.00,3.90,3.90,97.60,2.40
26075687,49.40,0.00,50.60,0.00,0.00,38.60,100.00,"Nível 4",0.00,0.00,46.90,28.10,15.60,9.40,3.40,24.10,86.00,12.10
26075733,30.80,0.00,30.80,15.40,23.00,22.30,88.90,"Nível 5",0.00,0.00,0.00,44.50,44.40,11.10,3.00,34.70,96.50,3.50
26075768,31.30,0.00,54.70,1.60,12.40,36.90,88.20,"Nível 5",0.00,0.00,11.70,41.20,41.20,5.90,2.90,28.80,96.00,3.70
26075903,40.00,0.00,60.00,0.00,0.00,26.40,100.00,"Nível 2",0.00,12.30,56.30,18.80,6.30,6.30,3.00,19.70,95.60,3.60
26075911,39.60,1.60,52.90,5.90,0.00,42.50,100.00,"Nível 6",0.00,0.00,26.10,43.50,13.00,17.40,3.20,51.80,81.50,17.30
26075920,38.70,0.00,44.30,9.40,7.60,30.10,94.40,"Nível 5",0.00,16.60,16.70,38.90,16.70,11.10,2.80,57.10,92.50,4.70
26075970,40.40,0.00,55.30,4.30,0.00,31.30,100.00,"Nível 5",0.00,0.00,11.10,66.70,0.00,22.20,3.10,29.60,88.50,11.50
26075997,34.10,0.00,65.90,0.00,0.00,35.30,100.00,"Nível 5",0.00,0.00,36.30,27.30,9.10,27.30,3.10,28.30,96.90,3.10
26076047,43.50,0.00,51.90,4.60,0.00,33.20,100.00,"Nível 6",0.00,0.00,21.40,53.60,14.30,10.70,2.90,42.10,93.80,6.20
26076250,37.50,0.00,62.50,0.00,0.00,24.00,91.70,"Nível 5",0.00,16.70,0.00,83.30,0.00,0.00,2.90,27.80,89.60,10.40
26076357,55.20,0.00,37.10,7.70,0.00,36.90,100.00,"Nível 3",0.00,8.30,25.00,25.00,25.00,16.70,3.60,32.50,84.20,15.80
26076780,57.90,0.00,42.10,0.00,0.00,42.20,95.70,"Nível 4",0.00,4.30,34.80,34.80,17.40,8.70,3.30,48.80,76.70,10.60
26077825,54.50,0.00,45.50,0.00,0.00,39.00,100.00,"Nível 4",0.00,0.00,25.00,45.00,15.00,15.00,3.60,26.30,97.20,2.80
26078562,40.00,0.00,48.30,0.00,11.70,40.10,88.90,"Nível 4",0.00,0.00,27.80,38.90,22.20,11.10,4.20,34.90,82.30,17.70
26078805,39.50,0.00,60.50,0.00,0.00,42.30,100.00,"Nível 2",0.00,0.00,91.70,8.30,0.00,0.00,3.10,8.70,86.00,14.00
26078864,11.40,0.00,45.70,0.00,42.90,20.70,41.70,"Nível 3",0.00,0.00,50.00,33.30,0.00,16.70,2.80,6.50,96.80,3.20
26078872,41.90,0.00,54.10,0.00,4.00,43.60,96.30,"Nível 5",0.00,0.00,37.10,29.60,22.20,11.10,3.20,39.10,76.90,23.00
26079593,29.00,0.00,66.40,4.60,0.00,29.20,100.00,"Nível 5",0.00,7.60,38.50,46.20,7.70,0.00,3.60,33.10,92.80,6.40
26079739,47.50,0.00,52.50,0.00,0.00,40.40,94.40,"Nível 4",0.00,11.10,61.10,22.20,5.60,0.00,3.10,39.90,97.50,2.50
26080516,53.60,0.00,46.40,0.00,0.00,36.60,100.00,"Nível 4",0.00,0.00,50.00,35.00,10.00,5.00,3.20,39.20,92.30,7.70
26081059,54.00,0.00,41.20,4.80,0.00,42.40,100.00,"Nível 4",0.00,0.00,64.00,20.00,12.00,4.00,3.60,45.40,75.30,21.80
26081180,58.30,0.00,41.70,0.00,0.00,43.70,100.00,"Nível 2",0.00,0.00,69.20,30.80,0.00,0.00,4.00,32.80,95.70,1.20
26081849,45.90,1.20,48.30,4.60,0.00,36.10,100.00,"Nível 5",0.00,3.00,26.50,50.00,17.60,2.90,3.60,28.70,89.90,9.60
26082020,26.20,0.00,37.60,15.60,20.60,40.50,83.30,"Nível 6",0.00,16.70,12.50,45.80,12.50,12.50,3.00,56.30,81.00,4.80
26082179,46.20,0.00,46.20,4.90,2.70,36.40,94.70,"Nível 2",0.00,10.60,42.10,36.80,10.50,0.00,3.80,13.30,95.90,4.10
26082861,37.10,0.00,53.10,0.00,9.80,35.40,85.70,"Nível 4",0.00,9.50,23.80,33.30,28.60,4.80,3.30,24.10,92.80,7.00
26083159,53.80,0.00,46.20,0.00,0.00,40.70,100.00,"Nível 4",0.00,0.00,55.50,38.90,5.60,0.00,3.90,16.50,94.70,4.40
26083493,42.60,0.00,47.70,2.30,7.40,35.90,90.50,"Nível 5",0.00,0.00,33.30,28.60,28.60,9.50,3.20,47.80,93.90,6.10
26083566,40.80,0.00,28.60,0.00,30.60,32.80,72.70,"Nível 6",0.00,0.00,0.00,72.70,9.10,18.20,3.70,55.00,88.60,0.80
26083639,68.10,0.00,31.90,0.00,0.00,32.90,100.00,"Nível 4",5.00,5.00,20.00,45.00,25.00,0.00,3.90,36.00,91.10,8.90
26083817,25.00,0.00,33.30,8.30,33.40,11.30,57.10,"Nível 4",0.00,14.30,57.10,14.30,14.30,0.00,3.20,8.80,93.80,3.10
26084040,48.80,8.50,41.10,0.00,1.60,46.50,95.00,"Nível 4",0.00,0.00,5.00,60.00,35.00,0.00,3.60,43.60,96.30,3.70
26084201,51.30,0.00,48.70,0.00,0.00,39.30,100.00,"Nível 4",0.00,5.60,50.00,33.30,0.00,11.10,3.60,13.00,89.30,10.70
26084317,37.90,4.20,38.90,11.60,7.40,33.50,93.30,"Nível 4",0.00,6.70,13.30,73.30,6.70,0.00,4.10,23.50,98.30,1.70
26084791,44.80,0.00,28.70,26.50,0.00,42.40,100.00,"Nível 4",0.00,0.00,36.40,27.30,22.70,13.60,3.70,21.00,87.40,12.60
26086077,23.50,0.00,76.50,0.00,0.00,45.30,100.00,"Nível 5",0.00,0.00,66.70,25.00,8.30,0.00,4.10,27.10,84.10,15.90
26086395,60.00,0.00,20.00,0.00,20.00,11.00,85.70,"Nível 6",0.00,0.00,0.00,42.80,14.30,42.90,3.60,100.00,90.90,0.00
26086638,45.60,0.00,51.50,1.50,1.40,30.80,97.10,"Nível 4",2.90,20.60,20.60,38.20,11.80,5.90,3.30,32.60,90.80,5.60
26086840,41.70,0.00,16.70,0.00,41.60,12.00,57.10,"Nível 4",0.00,0.00,14.30,85.70,0.00,0.00,3.20,25.00,100.00,0.00
26086905,53.80,0.00,35.00,11.20,0.00,42.30,100.00,"Nível 2",0.00,6.10,68.80,18.80,6.30,0.00,3.30,19.70,96.20,3.80
26087022,40.40,0.00,59.60,0.00,0.00,23.00,100.00,"Nível 6",0.00,0.00,6.60,46.70,20.00,26.70,2.00,51.10,93.40,6.60
26087030,49.80,0.00,49.80,0.00,0.40,29.90,96.20,"Nível 5",0.00,0.00,27.00,42.30,19.20,11.50,4.00,41.60,92.60,5.20
26087103,46.20,0.00,53.80,0.00,0.00,12.30,100.00,"Nível 6",0.00,0.00,25.00,45.00,10.00,20.00,3.40,61.20,63.30,6.10
26087375,46.40,0.00,40.50,13.10,0.00,32.40,100.00,"Nível 4",0.00,21.40,42.90,35.70,0.00,0.00,3.40,20.30,97.20,2.80
26087529,44.30,0.00,55.70,0.00,0.00,28.50,100.00,"Nível 4",0.00,0.00,8.40,83.30,8.30,0.00,3.70,17.50,92.90,4.80
26087715,47.50,0.00,52.50,0.00,0.00,30.20,100.00,"Nível 4",7.20,14.30,28.60,35.70,7.10,7.10,3.50,27.60,93.80,4.40
26087847,25.00,0.00,47.20,0.00,27.80,14.00,60.00,"Nível 4",0.00,10.00,20.00,50.00,20.00,0.00,3.90,2.40,100.00,0.00
26087880,40.40,0.00,51.10,0.00,8.50,30.50,88.90,"Nível 4",0.00,11.20,22.20,22.20,33.30,11.10,3.30,40.20,87.30,12.70
26087898,41.70,0.00,33.30,8.30,16.70,11.00,77.80,"Nível 2",0.00,11.10,66.70,22.20,0.00,0.00,2.80,18.20,56.70,30.00
26087910,57.20,0.00,42.80,0.00,0.00,44.70,100.00,"Nível 5",0.00,0.00,45.50,50.00,0.00,4.50,3.30,23.70,96.70,3.30
26087928,50.80,0.00,45.80,3.40,0.00,37.30,100.00,"Nível 6",0.00,0.00,39.20,28.60,14.30,17.90,3.70,33.90,93.00,7.00
26088070,47.40,0.00,21.10,21.10,10.40,17.00,84.60,"Nível 3",0.00,15.30,38.50,30.80,7.70,7.70,2.60,0.00,97.90,2.10
26088134,42.60,0.00,50.40,7.00,0.00,39.20,100.00,"Nível 6",0.00,0.00,13.10,39.10,21.70,26.10,3.70,44.30,92.50,4.20
26088258,55.60,0.00,44.40,0.00,0.00,29.40,100.00,"Nível 4",0.00,5.50,11.10,61.10,5.60,16.70,3.50,19.00,96.60,3.40
26088282,44.00,0.00,56.00,0.00,0.00,36.70,100.00,"Nível 2",0.00,4.40,56.50,34.80,4.30,0.00,4.30,4.70,85.60,14.40
26088410,50.50,0.00,49.50,0.00,0.00,42.40,100.00,"Nível 2",0.00,0.00,69.20,23.10,7.70,0.00,3.20,10.30,98.20,1.80
26088533,46.40,0.00,43.60,2.20,7.80,33.40,96.30,"Nível 5",0.00,0.00,14.90,48.10,18.50,18.50,3.40,52.50,89.00,5.90
26088550,8.10,0.00,51.40,0.00,40.50,6.30,50.00,"Nível 4",0.00,0.00,80.00,10.00,10.00,0.00,4.00,15.80,94.70,5.30
26088606,50.00,0.00,45.00,0.00,5.00,33.10,95.00,"Nível 6",0.00,15.00,15.00,50.00,20.00,0.00,3.30,21.10,98.80,1.20
26088827,63.30,0.00,12.20,18.40,6.10,29.00,93.80,"Nível 3",0.00,18.60,43.80,31.30,0.00,6.30,3.30,0.00,100.00,0.00
26088851,51.00,0.00,45.50,0.00,3.50,41.30,94.40,"Nível 4",0.00,5.50,55.60,38.90,0.00,0.00,3.30,11.00,93.00,7.00
26088886,57.60,3.30,31.90,7.20,0.00,36.40,100.00,"Nível 4",0.00,0.00,15.00,40.00,25.00,20.00,3.60,31.60,87.10,11.50
26088894,52.40,0.00,47.60,0.00,0.00,29.80,100.00,"Nível 5",4.90,7.30,31.70,24.40,4.90,26.80,3.40,46.30,92.10,6.90
26089092,46.20,7.70,23.10,7.70,15.30,19.30,81.80,"Nível 3",0.00,0.00,45.40,45.50,9.10,0.00,3.50,5.20,100.00,0.00
26089238,45.50,0.00,54.50,0.00,0.00,27.50,100.00,"Nível 5",0.00,0.00,8.40,33.30,25.00,33.30,3.50,10.90,98.10,0.00
26089424,40.40,0.00,59.60,0.00,0.00,31.50,100.00,"Nível 4",0.00,11.00,50.00,16.70,5.60,16.70,3.60,21.70,98.10,1.90
26089505,63.60,2.80,30.10,3.50,0.00,34.10,100.00,"Nível 2",0.00,5.60,50.00,33.30,0.00,11.10,3.80,8.50,91.60,8.40
26089530,39.20,2.00,48.80,10.00,0.00,38.90,100.00,"Nível 5",0.00,0.00,20.70,37.90,20.70,20.70,4.00,35.10,84.40,15.60
26089718,54.50,0.00,40.90,4.60,0.00,25.00,100.00,"Nível 5",0.00,0.00,0.00,58.30,25.00,16.70,4.00,56.00,100.00,0.00
26089840,34.30,0.00,65.70,0.00,0.00,18.30,100.00,"Nível 3",0.00,0.00,0.00,50.00,37.50,12.50,3.80,47.30,97.70,2.30
26089947,48.00,0.00,51.20,0.00,0.80,33.10,96.30,"Nível 6",7.50,0.00,14.80,48.10,18.50,11.10,3.80,44.40,77.20,5.20
26090058,47.40,3.20,45.50,3.90,0.00,42.70,100.00,"Nível 4",0.00,0.00,30.00,55.00,5.00,10.00,3.10,19.50,93.30,4.80
26090309,43.30,0.00,50.60,0.90,5.20,39.10,90.60,"Nível 3",0.00,12.40,34.40,31.30,15.60,6.30,3.60,36.30,95.00,4.50
26090406,47.20,0.00,52.80,0.00,0.00,30.10,100.00,"Nível 6",0.00,0.00,24.20,44.80,27.60,3.40,4.20,29.90,93.70,6.30
26090759,57.10,0.00,37.10,5.80,0.00,25.80,100.00,"Nível 5",0.00,0.00,5.50,55.60,22.20,16.70,3.50,39.40,96.40,3.60
26090767,45.90,0.00,54.10,0.00,0.00,30.50,100.00,"Nível 4",10.00,0.00,0.00,90.00,0.00,0.00,3.70,21.90,99.40,0.60
26090830,59.50,0.00,19.00,0.00,21.50,35.30,81.30,"Nível 4",0.00,6.20,12.50,75.00,6.30,0.00,3.50,3.80,95.70,4.30
26090864,41.10,1.10,43.20,14.60,0.00,29.80,100.00,"Nível 5",0.00,0.00,5.00,75.00,10.00,10.00,3.50,43.30,98.60,1.40
26090902,45.20,0.00,50.80,4.00,0.00,32.00,100.00,"Nível 2",0.00,11.10,72.20,16.70,0.00,0.00,3.50,10.00,95.40,4.60
26090910,34.30,0.00,65.70,0.00,0.00,29.30,100.00,"Nível 4",0.00,9.60,33.30,47.60,9.50,0.00,3.00,37.60,96.00,3.80
26090970,47.60,0.00,52.40,0.00,0.00,39.30,100.00,"Nível 3",0.00,0.00,46.70,13.30,26.70,13.30,3.60,4.40,92.00,8.00
26091259,70.60,0.00,29.40,0.00,0.00,31.50,100.00,"Nível 4",0.00,18.20,40.90,36.40,4.50,0.00,3.90,15.90,98.50,1.50
26091267,38.70,0.00,59.90,0.00,1.40,39.10,95.50,"Nível 5",0.00,0.00,4.50,45.50,9.10,40.90,4.00,37.40,92.20,7.60
26091291,47.90,0.00,29.20,22.90,0.00,25.80,100.00,"Nível 4",0.00,30.00,30.00,20.00,10.00,10.00,3.50,29.10,78.70,12.80
26091542,50.30,0.00,45.70,4.00,0.00,27.20,100.00,"Nível 5",0.00,0.00,6.70,50.00,33.30,10.00,4.50,38.80,86.80,12.50
26091720,41.70,0.00,45.80,6.90,5.60,32.30,88.90,"Nível 3",0.00,27.70,38.90,16.70,5.60,11.10,2.10,20.40,96.00,3.70
26091828,44.10,0.00,55.90,0.00,0.00,37.60,100.00,"Nível 5",0.00,0.00,14.70,58.80,11.80,14.70,3.40,57.70,80.20,13.80
26091836,27.30,0.00,57.60,3.00,12.10,21.70,85.70,"Nível 5",0.00,0.00,28.60,14.30,35.70,21.40,3.60,49.20,96.90,0.00
26091852,55.80,0.00,44.20,0.00,0.00,41.70,100.00,"Nível 3",0.00,8.40,0.00,50.00,8.30,33.30,3.70,4.00,96.80,3.20
26092298,51.10,0.00,38.30,8.50,2.10,27.00,90.00,"Nível 4",0.00,0.00,0.00,60.00,30.00,10.00,3.20,59.00,90.90,9.10
26092301,30.80,0.00,30.80,30.80,7.60,33.80,91.70,"Nível 4",0.00,16.70,58.30,25.00,0.00,0.00,3.60,15.80,96.80,3.20
26092492,39.90,0.00,60.10,0.00,0.00,35.70,100.00,"Nível 5",0.00,0.00,33.40,25.90,25.90,14.80,3.50,42.80,82.30,10.30
26092786,38.60,0.00,53.00,8.40,0.00,34.40,100.00,"Nível 2",0.00,6.60,46.70,20.00,0.00,26.70,3.70,13.20,97.60,2.40
26093030,27.90,0.00,72.10,0.00,0.00,35.30,100.00,"Nível 4",0.00,5.40,55.60,16.70,16.70,5.60,3.50,20.80,97.10,2.90
26093219,55.20,0.00,44.80,0.00,0.00,38.60,100.00,"Nível 4",9.40,4.80,42.90,23.80,14.30,4.80,3.70,20.90,92.70,5.40
26093570,51.80,0.00,48.20,0.00,0.00,41.00,100.00,"Nível 2",0.00,0.00,78.60,21.40,0.00,0.00,4.30,4.30,98.90,1.10
26093600,53.20,0.00,46.30,0.50,0.00,29.60,100.00,"Nível 5",0.00,9.10,27.30,22.70,13.60,27.30,3.60,37.00,95.40,3.50
26093995,46.60,2.10,44.60,6.70,0.00,40.90,100.00,"Nível 4",0.00,0.00,44.50,25.90,11.10,18.50,3.70,21.50,96.40,2.70
26094681,80.50,0.00,8.00,0.00,11.50,31.10,94.10,"Nível 4",0.00,11.80,58.80,17.60,11.80,0.00,4.10,3.20,83.90,16.10
26094789,70.00,24.30,3.40,2.30,0.00,17.60,100.00,"Nível 5",0.00,22.80,34.30,40.00,2.90,0.00,3.80,20.90,77.90,21.00
26094800,47.00,0.00,52.30,0.00,0.70,34.90,95.50,"Nível 5",9.10,13.60,45.50,9.10,4.50,18.20,2.50,32.70,96.10,2.90
26094860,41.70,0.00,58.30,0.00,0.00,32.80,100.00,"Nível 5",0.00,8.00,24.00,28.00,24.00,16.00,3.00,54.20,83.10,16.70
26094878,46.90,0.00,51.90,0.00,1.20,28.70,94.40,"Nível 4",5.60,13.90,16.70,36.10,8.30,19.40,3.50,45.20,91.60,2.20
26095289,49.30,0.00,47.00,3.70,0.00,36.90,100.00,"Nível 2",0.00,11.10,66.70,18.50,3.70,0.00,4.10,13.10,97.60,2.40
26095297,43.20,2.80,50.60,3.40,0.00,34.90,100.00,"Nível 6",0.00,0.00,6.20,46.90,15.60,31.30,3.30,40.20,91.30,8.70
26095335,61.50,0.00,38.50,0.00,0.00,33.10,100.00,"Nível 5",0.00,7.20,50.00,28.60,7.10,7.10,3.10,20.80,91.30,8.70
26095530,35.10,0.00,64.90,0.00,0.00,31.50,100.00,"Nível 5",3.80,0.00,23.10,30.80,26.90,15.40,3.60,49.30,86.80,10.50
26095904,63.70,0.00,28.30,2.70,5.30,37.80,90.90,"Nível 4",0.00,18.20,36.40,27.30,4.50,13.60,4.20,4.60,96.00,3.70
26095912,46.90,0.00,33.80,0.00,19.30,38.00,81.80,"Nível 4",0.00,4.60,50.00,31.80,4.50,9.10,3.60,8.50,95.60,4.10
26095920,48.40,0.00,29.00,22.60,0.00,25.00,100.00,"Nível 6",0.00,0.00,12.50,50.00,0.00,37.50,2.90,53.30,84.90,1.40
26096030,50.40,4.10,42.20,3.30,0.00,42.10,100.00,"Nível 4",0.00,0.00,60.50,21.10,10.50,7.90,4.00,36.10,98.70,1.30
26096072,38.40,0.00,61.60,0.00,0.00,29.30,100.00,"Nível 4",0.00,0.00,0.00,71.40,28.60,0.00,2.90,46.00,88.10,11.30
26096358,40.20,0.00,58.70,1.10,0.00,23.70,100.00,"Nível 5",8.30,0.00,16.70,66.70,8.30,0.00,3.40,47.70,91.60,8.40
26097117,41.70,0.00,58.30,0.00,0.00,37.30,100.00,"Nível 2",0.00,0.00,28.60,64.30,7.10,0.00,3.70,23.10,91.90,8.10
26097249,45.70,0.00,54.30,0.00,0.00,30.00,100.00,"Nível 5",0.00,0.00,7.60,46.20,15.40,30.80,3.20,45.70,97.40,2.60
26097257,39.80,0.00,60.20,0.00,0.00,39.80,100.00,"Nível 3",0.00,0.00,61.90,23.80,14.30,0.00,3.50,12.30,87.10,12.90
26097290,50.00,0.00,33.30,0.00,16.70,25.00,83.30,"Nível 4",0.00,16.60,0.00,25.00,41.70,16.70,3.80,8.00,90.60,8.30
26097311,66.90,5.30,15.20,10.60,2.00,25.10,98.40,"Nível 4",3.20,45.20,12.90,33.90,4.80,0.00,3.50,32.60,85.20,13.80
26097354,48.30,0.00,43.10,8.60,0.00,27.20,100.00,"Nível 4",0.00,0.00,12.50,62.50,12.50,12.50,2.70,39.00,96.60,2.50
26097370,52.60,0.00,42.30,2.60,2.50,34.30,95.20,"Nível 5",4.90,0.00,19.00,33.30,23.80,19.00,3.40,48.80,90.30,9.70
26097567,30.60,0.00,36.10,0.00,33.30,17.30,60.00,"Nível 4",0.00,0.00,10.00,80.00,10.00,0.00,3.30,7.70,90.20,9.80
26097591,47.40,0.00,47.70,4.90,0.00,32.70,100.00,"Nível 5",0.00,3.00,14.70,38.20,23.50,20.60,2.80,39.70,83.90,10.00
26097710,38.90,0.00,61.10,0.00,0.00,25.00,100.00,"Nível 3",0.00,0.00,18.10,45.50,27.30,9.10,3.60,54.70,83.30,4.50
26097982,24.00,0.00,58.10,15.60,2.30,33.00,95.20,"Nível 4",0.00,4.80,38.10,38.10,9.50,9.50,4.30,29.50,96.70,3.30
26098210,23.70,0.00,76.30,0.00,0.00,15.00,100.00,"Nível 3",0.00,0.00,12.50,50.00,37.50,0.00,2.00,85.30,59.40,10.90
26098270,30.50,0.00,64.00,5.50,0.00,36.70,100.00,"Nível 5",0.00,0.00,16.70,33.30,27.80,22.20,3.40,50.20,89.50,10.50
26098415,50.80,0.00,49.20,0.00,0.00,26.30,100.00,"Nível 5",0.00,0.00,0.00,57.90,42.10,0.00,3.50,48.70,87.60,3.20
26098482,53.60,0.00,46.40,0.00,0.00,33.70,100.00,"Nível 2",0.00,0.00,81.90,9.10,4.50,4.50,3.90,14.70,94.00,6.00
26098504,25.70,8.60,65.70,0.00,0.00,19.70,100.00,"Nível 4",0.00,0.00,10.00,70.00,10.00,10.00,4.10,44.10,81.80,18.20
26098822,43.90,0.00,35.60,12.10,8.40,42.60,95.00,"Nível 4",0.00,0.00,30.00,40.00,15.00,15.00,3.70,22.20,95.00,5.00
26098911,69.20,0.00,30.80,0.00,0.00,37.50,100.00,"Nível 4",0.00,0.00,0.00,87.50,0.00,12.50,3.10,6.00,88.80,11.20
26098920,59.70,0.00,40.30,0.00,0.00,33.30,91.30,"Nível 3",0.00,8.70,21.70,52.20,0.00,17.40,3.10,11.40,97.50,2.50
26099322,41.90,0.60,49.70,7.20,0.60,37.90,96.60,"Nível 4",0.00,10.40,34.50,24.10,17.20,13.80,2.80,55.90,96.30,1.20
26099365,36.70,1.70,51.70,0.00,9.90,34.20,84.20,"Nível 5",0.00,0.00,0.00,42.10,15.80,42.10,3.90,39.80,95.50,4.50
26099489,43.10,0.00,54.20,0.00,2.70,36.10,95.70,"Nível 3",0.00,8.80,34.80,30.40,13.00,13.00,3.60,13.90,99.80,0.20
26099497,46.90,0.00,53.10,0.00,0.00,29.60,100.00,"Nível 4",0.00,10.00,25.00,27.50,22.50,15.00,3.50,47.50,95.20,4.20
26099853,43.90,0.00,56.10,0.00,0.00,25.30,100.00,"Nível 5",5.20,5.30,15.80,42.10,31.60,0.00,3.30,25.10,83.60,16.40
26100525,47.00,0.00,34.50,13.10,5.40,35.40,95.00,"Nível 4",0.00,5.00,50.00,30.00,10.00,5.00,3.40,28.10,90.10,7.40
26100614,50.50,0.00,49.50,0.00,0.00,31.00,100.00,"Nível 4",0.00,15.70,21.10,26.30,15.80,21.10,3.80,36.50,91.90,4.70
26100940,53.70,0.00,43.60,0.00,2.70,33.10,95.00,"Nível 4",0.00,15.00,45.00,20.00,10.00,10.00,3.60,37.10,85.40,13.70
26101084,47.40,0.00,52.60,0.00,0.00,33.20,100.00,"Nível 2",0.00,12.50,50.00,12.50,12.50,12.50,3.10,13.70,94.80,5.20
26101092,47.10,0.00,35.30,0.00,17.60,27.30,85.70,"Nível 4",7.20,14.30,0.00,50.00,7.10,21.40,4.00,2.40,95.10,4.90
26101106,59.00,0.00,33.30,0.00,7.70,21.30,92.30,"Nível 3",0.00,23.00,30.80,30.80,15.40,0.00,4.20,3.10,100.00,0.00
26101130,25.30,0.00,15.20,0.00,59.50,9.70,42.90,"Nível 4",0.00,0.00,0.00,85.70,0.00,14.30,3.10,64.70,77.60,0.00
26101203,36.90,0.00,49.20,0.00,13.90,34.60,86.70,"Nível 3",0.00,6.70,60.00,0.00,20.00,13.30,2.70,85.60,81.60,17.90
26101599,42.90,0.00,57.10,0.00,0.00,21.30,100.00,"Nível 4",0.00,0.00,15.40,61.50,7.70,15.40,3.10,51.60,92.60,7.40
26101602,34.30,0.00,57.10,0.00,8.60,33.80,94.10,"Nível 5",0.00,5.80,35.30,41.20,5.90,11.80,3.10,37.50,95.90,3.40
26101610,38.50,0.00,61.50,0.00,0.00,20.60,100.00,"Nível 5",0.00,28.60,7.10,28.60,28.60,7.10,2.80,40.50,88.50,8.20
26101653,45.70,0.00,52.80,1.50,0.00,31.80,92.90,"Nível 3",0.00,7.00,42.90,42.90,3.60,3.60,3.00,17.00,94.70,5.30
26101840,36.10,0.00,13.90,8.30,41.70,21.00,54.50,"Nível 4",0.00,36.30,9.10,45.50,9.10,0.00,4.20,0.00,96.70,3.30
26101882,37.50,0.00,35.00,0.00,27.50,27.70,58.30,"Nível 4",0.00,16.60,16.70,41.70,25.00,0.00,3.50,10.80,95.20,4.80
26102153,43.40,0.00,56.60,0.00,0.00,28.50,100.00,"Nível 4",0.00,7.80,26.90,34.60,11.50,19.20,4.00,41.60,85.60,5.10
26102250,51.70,0.00,48.30,0.00,0.00,42.00,100.00,"Nível 4",0.00,0.00,64.00,24.00,8.00,4.00,3.70,32.20,85.80,6.20
26102552,55.80,0.00,44.20,0.00,0.00,41.00,100.00,"Nível 2",0.00,5.50,50.00,33.30,5.60,5.60,3.60,21.20,86.30,13.70
26102609,27.30,0.00,9.10,27.30,36.30,5.00,66.70,"Nível 4",16.70,0.00,50.00,0.00,33.30,0.00,3.80,40.00,80.00,0.00
26102617,58.50,0.00,22.00,0.00,19.50,34.70,81.30,"Nível 4",0.00,0.00,31.10,31.30,31.30,6.30,3.40,13.50,95.10,3.90
26102633,44.60,0.00,51.60,0.00,3.80,35.80,97.30,"Nível 5",2.80,0.00,45.90,27.00,16.20,8.10,3.10,45.80,78.00,17.20
26103052,37.00,8.60,54.40,0.00,0.00,27.10,100.00,"Nível 5",0.00,0.00,14.30,42.90,21.40,21.40,3.10,32.60,94.00,3.30
26103370,55.80,0.00,44.20,0.00,0.00,25.70,100.00,"Nível 5",5.00,0.00,5.00,45.00,40.00,5.00,3.40,43.10,92.40,2.90
26103745,57.10,0.00,42.90,0.00,0.00,34.10,100.00,"Nível 2",0.00,0.00,71.50,7.10,14.30,7.10,3.80,14.30,94.80,5.20
26103834,67.20,0.00,32.80,0.00,0.00,42.50,100.00,"Nível 4",5.00,0.00,50.00,20.00,20.00,5.00,3.80,31.10,87.30,6.70
26104083,44.80,0.00,55.20,0.00,0.00,41.90,100.00,"Nível 4",0.00,14.40,35.70,21.40,21.40,7.10,3.60,33.10,86.50,12.90
26104229,38.50,0.00,61.50,0.00,0.00,39.30,100.00,"Nível 4",0.00,5.20,63.20,26.30,5.30,0.00,4.00,15.00,96.90,3.10
26104245,34.90,0.00,61.10,0.00,4.00,27.70,95.70,"Nível 5",17.50,8.70,13.00,34.80,21.70,4.30,3.30,48.30,93.00,7.00
26104601,34.30,0.00,35.70,30.00,0.00,25.00,100.00,"Nível 4",0.00,0.00,11.10,66.70,11.10,11.10,2.20,27.30,90.10,4.60
